onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
36	2	18.0	18	1.0	1	6	3	4	6	18.0	F#4	66	True	F	1	1/2	3.0	3	Violoncello	1	6	1.0	8	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi
38	6	19.0	19	3.0	3	7	3	4	7	19.0	A5	81	True	A	0	0	1.0	1	Violoncello	1	7	3.0	9	viio/V	True	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
40	2	20.0	20	1.0	1	7	3	4	7	20.0	F#5	78	True	F	1	1/4	2.0	2	Violoncello	1	7	3.0	9	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
42	2	21.0	21	1.0	1	7	3	4	7	21.0	D#5	75	True	D	1	1/2	3.0	3	Violoncello	1	7	3.0	9	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
44	4	22.0	22	2.0	2	8	3	4	8	22.0	D#5	75	True	D	1	0	1.0	1	Violoncello	1	8	2.0	10	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	E	5	5	V
46	2	23.0	23	1.0	1	8	3	4	8	23.0	B4	71	True	B	0	1/4	2.0	2	Violoncello	1	8	2.0	10	V/V	False	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	E	5	5	V
48	2	24.0	24	1.0	1	8	3	4	8	24.0	A4	69	True	A	0	1/2	3.0	3	Violoncello	1	8	1.0	11	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
48	2	24.0	24	1.0	1	8	3	4	8	24.0	D#5	75	True	D	1	1/2	3.0	3	Violoncello	1	8	1.0	11	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
50	6	25.0	25	3.0	3	9	3	4	9	25.0	B5	83	True	B	0	0	1.0	1	Violoncello	1	9	2.0	12	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	5	None	V
52	2	26.0	26	1.0	1	9	3	4	9	26.0	G#4	68	True	G	1	1/4	2.0	2	Violoncello	1	9	2.0	12	V	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	5	None	V
54	2	27.0	27	1.0	1	9	3	4	9	27.0	E4	64	True	E	0	1/2	3.0	3	Violoncello	1	9	1.0	13	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
56	1	28.0	28	0.5	1/2	10	3	4	10	28.0	A5	81	True	A	0	0	1.0	1	Violoncello	1	10	1.0	14	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
57	1	28.5	57/2	0.5	1/2	10	3	4	10	28.5	G#5	80	True	G	1	1/8	1.5	0	Violoncello	1	10	1.0	14	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
58	1	29.0	29	0.5	1/2	10	3	4	10	29.0	F#5	78	True	F	1	1/4	2.0	2	Violoncello	1	10	1.0	15	IV	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	E	E	4	None	IV
58	2	29.0	29	1.0	1	10	3	4	10	29.0	C#5	73	True	C	1	1/4	2.0	2	Violoncello	1	10	1.0	15	IV	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	E	E	4	None	IV
59	1	29.5	59/2	0.5	1/2	10	3	4	10	29.5	E5	76	True	E	0	3/8	2.5	0	Violoncello	1	10	1.0	15	IV	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	E	E	4	None	IV
60	2	30.0	30	1.0	1	10	3	4	10	30.0	B4	71	True	B	0	1/2	3.0	3	Violoncello	1	10	1.0	16	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	5	None	V
60	1	30.0	30	0.5	1/2	10	3	4	10	30.0	D#5	75	True	D	1	1/2	3.0	3	Violoncello	1	10	1.0	16	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	5	None	V
61	1	30.5	61/2	0.5	1/2	10	3	4	10	30.5	E5	76	True	E	0	5/8	3.5	0	Violoncello	1	10	1.0	16	V	False	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	5	None	V
62	2	31.0	31	1.0	1	11	3	4	11	31.0	F#5	78	True	F	1	0	1.0	1	Violoncello	1	11	1.0	17	ii	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	E	E	2	None	ii
62	2	31.0	31	1.0	1	11	3	4	11	31.0	A4	69	True	A	0	0	1.0	1	Violoncello	1	11	1.0	17	ii	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	E	E	2	None	ii
64	2	32.0	32	1.0	1	11	3	4	11	32.0	A5	81	True	A	0	1/4	2.0	2	Violoncello	1	11	1.0	18	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii
64	2	32.0	32	1.0	1	11	3	4	11	32.0	F#4	66	True	F	1	1/4	2.0	2	Violoncello	1	11	1.0	18	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None	ii
66	2	33.0	33	1.0	1	11	3	4	11	33.0	D#5	75	True	D	1	1/2	3.0	3	Violoncello	1	11	1.0	19	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	5	None	V
66	2	33.0	33	1.0	1	11	3	4	11	33.0	B4	71	True	B	0	1/2	3.0	3	Violoncello	1	11	1.0	19	V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	E	E	5	None	V
68	2	34.0	34	1.0	1	12	3	4	12	34.0	E5	76	True	E	0	0	1.0	1	Violoncello	1	12	3.0	20	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I
68	2	34.0	34	1.0	1	12	3	4	12	34.0	E4	64	True	E	0	0	1.0	1	Violoncello	1	12	3.0	20	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I
72	2	36.0	36	1.0	1	12	3	4	12	36.0	C#4	61	True	C	1	1/2	3.0	3	Violoncello	1	12	3.0	20	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I
74	6	37.0	37	3.0	3	13	3	4	13	37.0	E4	64	True	E	0	0	1.0	1	Violoncello	1	13	3.0	21	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
76	2	38.0	38	1.0	1	13	3	4	13	38.0	A4	69	True	A	0	1/4	2.0	2	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
76	2	38.0	38	1.0	1	13	3	4	13	38.0	A3	57	True	A	0	1/4	2.0	2	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
76	2	38.0	38	1.0	1	13	3	4	13	38.0	C#4	61	True	C	1	1/4	2.0	2	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
78	2	39.0	39	1.0	1	13	3	4	13	39.0	C#5	73	True	C	1	1/2	3.0	3	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
78	2	39.0	39	1.0	1	13	3	4	13	39.0	C#4	61	True	C	1	1/2	3.0	3	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
78	2	39.0	39	1.0	1	13	3	4	13	39.0	A3	57	True	A	0	1/2	3.0	3	Violoncello	1	13	3.0	21	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
80	6	40.0	40	3.0	3	14	3	4	14	40.0	B3	59	True	B	0	0	1.0	1	Violoncello	1	14	3.0	22	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
82	2	41.0	41	1.0	1	14	3	4	14	41.0	G#3	56	True	G	1	1/4	2.0	2	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
82	2	41.0	41	1.0	1	14	3	4	14	41.0	E4	64	True	E	0	1/4	2.0	2	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
82	2	41.0	41	1.0	1	14	3	4	14	41.0	E5	76	True	E	0	1/4	2.0	2	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
84	2	42.0	42	1.0	1	14	3	4	14	42.0	G#5	80	True	G	1	1/2	3.0	3	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
84	2	42.0	42	1.0	1	14	3	4	14	42.0	G#4	68	True	G	1	1/2	3.0	3	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
84	2	42.0	42	1.0	1	14	3	4	14	42.0	E3	52	True	E	0	1/2	3.0	3	Violoncello	1	14	3.0	22	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
86	1	43.0	43	0.5	1/2	15	3	4	15	43.0	D4	62	True	D	0	0	1.0	1	Violoncello	1	15	2.0	23	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
87	1	43.5	87/2	0.5	1/2	15	3	4	15	43.5	C#4	61	True	C	1	1/8	1.5	0	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
88	1	44.0	44	0.5	1/2	15	3	4	15	44.0	B3	59	True	B	0	1/4	2.0	2	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
88	2	44.0	44	1.0	1	15	3	4	15	44.0	C#3	49	True	C	1	1/4	2.0	2	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
88	2	44.0	44	1.0	1	15	3	4	15	44.0	A5	81	True	A	0	1/4	2.0	2	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
88	2	44.0	44	1.0	1	15	3	4	15	44.0	A4	69	True	A	0	1/4	2.0	2	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
89	1	44.5	89/2	0.5	1/2	15	3	4	15	44.5	A3	57	True	A	0	3/8	2.5	0	Violoncello	1	15	2.0	23	I	False	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None	I
90	2	45.0	45	1.0	1	15	3	4	15	45.0	C#6	85	True	C	1	1/2	3.0	3	Violoncello	1	15	1.0	24	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
90	2	45.0	45	1.0	1	15	3	4	15	45.0	C#5	73	True	C	1	1/2	3.0	3	Violoncello	1	15	1.0	24	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
90	1	45.0	45	0.5	1/2	15	3	4	15	45.0	G#3	56	True	G	1	1/2	3.0	3	Violoncello	1	15	1.0	24	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
90	2	45.0	45	1.0	1	15	3	4	15	45.0	A2	45	True	A	0	1/2	3.0	3	Violoncello	1	15	1.0	24	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
91	1	45.5	91/2	0.5	1/2	15	3	4	15	45.5	A3	57	True	A	0	5/8	3.5	0	Violoncello	1	15	1.0	24	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
92	2	46.0	46	1.0	1	16	3	4	16	46.0	C#4	61	True	C	1	0	1.0	1	Violoncello	1	16	3.0	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
92	2	46.0	46	1.0	1	16	3	4	16	46.0	E6	88	True	E	0	0	1.0	1	Violoncello	1	16	3.0	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
92	2	46.0	46	1.0	1	16	3	4	16	46.0	E5	76	True	E	0	0	1.0	1	Violoncello	1	16	3.0	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
92	2	46.0	46	1.0	1	16	3	4	16	46.0	E2	40	True	E	0	0	1.0	1	Violoncello	1	16	3.0	25	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
94	2	47.0	47	1.0	1	16	3	4	16	47.0	B3	59	True	B	0	1/4	2.0	2	Violoncello	1	16	3.0	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
96	2	48.0	48	1.0	1	16	3	4	16	48.0	C#4	61	True	C	1	1/2	3.0	3	Violoncello	1	16	3.0	25	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
98	6	49.0	49	3.0	3	17	3	4	17	49.0	E4	64	True	E	0	0	1.0	1	Violoncello	1	17	3.0	26	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
100	2	50.0	50	1.0	1	17	3	4	17	50.0	A4	69	True	A	0	1/4	2.0	2	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
100	2	50.0	50	1.0	1	17	3	4	17	50.0	A3	57	True	A	0	1/4	2.0	2	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
100	2	50.0	50	1.0	1	17	3	4	17	50.0	C#4	61	True	C	1	1/4	2.0	2	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
102	2	51.0	51	1.0	1	17	3	4	17	51.0	C#5	73	True	C	1	1/2	3.0	3	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
102	2	51.0	51	1.0	1	17	3	4	17	51.0	C#4	61	True	C	1	1/2	3.0	3	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
102	2	51.0	51	1.0	1	17	3	4	17	51.0	A3	57	True	A	0	1/2	3.0	3	Violoncello	1	17	3.0	26	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
104	4	52.0	52	2.0	2	18	3	4	18	52.0	C#4	61	True	C	1	0	1.0	1	Violoncello	1	18	2.0	27	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
106	2	53.0	53	1.0	1	18	3	4	18	53.0	A3	57	True	A	0	1/4	2.0	2	Violoncello	1	18	2.0	27	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
106	2	53.0	53	1.0	1	18	3	4	18	53.0	C#4	61	True	C	1	1/4	2.0	2	Violoncello	1	18	2.0	27	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
106	2	53.0	53	1.0	1	18	3	4	18	53.0	C#5	73	True	C	1	1/4	2.0	2	Violoncello	1	18	2.0	27	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
108	2	54.0	54	1.0	1	18	3	4	18	54.0	A5	81	True	A	0	1/2	3.0	3	Violoncello	1	18	1.0	28	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi
108	2	54.0	54	1.0	1	18	3	4	18	54.0	A4	69	True	A	0	1/2	3.0	3	Violoncello	1	18	1.0	28	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi
108	2	54.0	54	1.0	1	18	3	4	18	54.0	C#4	61	True	C	1	1/2	3.0	3	Violoncello	1	18	1.0	28	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi
108	2	54.0	54	1.0	1	18	3	4	18	54.0	F#3	54	True	F	1	1/2	3.0	3	Violoncello	1	18	1.0	28	vi	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	A	A	6	None	vi
110	6	55.0	55	3.0	3	19	3	4	19	55.0	A4	69	True	A	0	0	1.0	1	Violoncello	1	19	3.0	29	viio/V	True	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
112	2	56.0	56	1.0	1	19	3	4	19	56.0	D#5	75	True	D	1	1/4	2.0	2	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
112	2	56.0	56	1.0	1	19	3	4	19	56.0	D#4	63	True	D	1	1/4	2.0	2	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
112	2	56.0	56	1.0	1	19	3	4	19	56.0	F#3	54	True	F	1	1/4	2.0	2	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
114	2	57.0	57	1.0	1	19	3	4	19	57.0	D#3	51	True	D	1	1/2	3.0	3	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
114	2	57.0	57	1.0	1	19	3	4	19	57.0	F#5	78	True	F	1	1/2	3.0	3	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
114	2	57.0	57	1.0	1	19	3	4	19	57.0	F#4	66	True	F	1	1/2	3.0	3	Violoncello	1	19	3.0	29	viio/V	False	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	A	E	7	5	viio
116	4	58.0	58	2.0	2	20	3	4	20	58.0	D#4	63	True	D	1	0	1.0	1	Violoncello	1	20	1.0	30	V/V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	A	E	5	5	V
118	2	59.0	59	1.0	1	20	3	4	20	59.0	F#5	78	True	F	1	1/4	2.0	2	Violoncello	1	20	1.0	31	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	E	5	5	V
118	2	59.0	59	1.0	1	20	3	4	20	59.0	F#4	66	True	F	1	1/4	2.0	2	Violoncello	1	20	1.0	31	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	E	5	5	V
118	2	59.0	59	1.0	1	20	3	4	20	59.0	B2	47	True	B	0	1/4	2.0	2	Violoncello	1	20	1.0	31	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	E	5	5	V
120	2	60.0	60	1.0	1	20	3	4	20	60.0	A2	45	True	A	0	1/2	3.0	3	Violoncello	1	20	1.0	32	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
120	2	60.0	60	1.0	1	20	3	4	20	60.0	B5	83	True	B	0	1/2	3.0	3	Violoncello	1	20	1.0	32	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
120	2	60.0	60	1.0	1	20	3	4	20	60.0	B4	71	True	B	0	1/2	3.0	3	Violoncello	1	20	1.0	32	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
120	2	60.0	60	1.0	1	20	3	4	20	60.0	D#4	63	True	D	1	1/2	3.0	3	Violoncello	1	20	1.0	32	V7/V	True	('A', 'B', 'D#', 'F#')	A	B	3	dominant seventh chord	(3, 6, 9, 11)	A	E	5	5	V7
122	6	61.0	61	3.0	3	21	3	4	21	61.0	B4	71	True	B	0	0	1.0	1	Violoncello	1	21	3.0	33	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
124	2	62.0	62	1.0	1	21	3	4	21	62.0	E5	76	True	E	0	1/4	2.0	2	Violoncello	1	21	3.0	33	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	5	None	V
